,Station_Id,Name,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,Unnamed: 9,Latitude,Longitude
212,WINI1,"WINCHESTER,ID",1203 meters,snowfall,2006-03-01 03,2.54,mm,24.0,hours,,46.2375,-116.6228
213,RVOP1,"RENOVO,PA",201 meters,snowfall,2006-02-28 12,2.54,mm,24.0,hours,,41.3333,-77.7333
214,MKE,"MILWAUKEE,WI",204 meters,snowfall,2006-02-28 12,2.54,mm,24.0,hours,,42.9467,-87.8969
215,INAM4,"1MI.WNW IONIA,MI",227 meters,snowfall,2006-02-28 13,2.54,mm,24.0,hours,,42.9833,-85.0667
216,GRFN8,UNIVERSITY,252 meters,snowfall,2006-02-28 12,2.54,mm,24.0,hours,,47.9333,-97.0833
217,GFK,GRAND FORKS INTERNATIONAL AIRPORT,258 meters,snowfall,2006-02-28 12,2.54,mm,24.0,hours,,47.9492,-97.1761
218,DTX,"DETROIT, MI",320 meters,snowfall,2006-02-28 12,2.54,mm,24.0,hours,,42.6869,-83.4717
219,BELN4,BRIDGE,80 meters,snowfall,2006-02-28 12,2.54,mm,24.0,hours,,40.8333,-75.0833
220,HAWP1,"HAWLEY,PA",268 meters,snowfall,2006-02-28 12,0.51,mm,24.0,hours,,41.4833,-75.1667
221,JFK,"NEW YORK,NY",4 meters,snowfall,2006-02-28 12,0.25,mm,24.0,hours,,40.6403,-73.7783
222,41.8600_080.8000,ASHTABULA 3S (CLE141), 213 meters,snowfall,2006-02-28 14,0.02,mm,12.0,hours,,41.86,-80.8
223,Y75W3,WEST ALLIS HAM,233 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,43.0175,-88.02221999999999
224,WVYN6,SUSQ. RIVER, 259 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.9833,-76.5
225,WETW3,"WEST ALLIS,WI",222 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,43.0172,-88.0017
226,WENM1,"WEST ENFIELD,ME",38 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,45.25,-68.65
227,UNNP1,"5MI.SSW HANOVER,PA",234 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,39.7347,-77.0106
228,TWOP1,"1MI.ESE TOWANDA,PA",228 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.7503,-76.4167
229,TOPM1,"TOPSFIELD,ME",188 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,45.4167,-67.7167
230,SPYV2,"SPERRYVILLE,VA",228 meters,snowfall,2006-02-28 10,0.02,mm,24.0,hours,,38.6167,-78.2333
231,SBN,SOUTH BEND REGIONAL AIRPORT,240 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.7089,-86.3183
232,RICM4,RICHMOND 4 NNW,233 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,42.8783,-82.7958
233,OKHW3,"OSHKOSH,WI",228 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,44.0333,-88.5556
234,MRIM4,"MORENCI,MI",234 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.7167,-84.2
235,JSTN6,"4MI.NE JAMESTOWN,NY",381 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.1361,-79.2047
236,ISLV1,"ISLAND POND,VT",365 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,44.8167,-71.8667
237,HORW3,"HORICON,WI",268 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,43.45,-88.6333
238,HBGN6,HEIBERG FOREST,579 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.7667,-76.0833
239,DBSI1,DUBOIS EXPERIMENT STATION,1661 meters,snowfall,2006-03-01 00,0.02,mm,24.0,hours,,44.2436,-112.2006
240,CPKN6,"1MI.NNW COPAKE,NY",167 meters,snowfall,2006-03-01 02,0.02,mm,24.0,hours,,42.1,-73.5333
241,COBN6,"2MI.ESE COBLESKILL,NY",356 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.6667,-74.4333
242,BOSI1,BOISE 7N,1184 meters,snowfall,2006-03-01 03,0.02,mm,24.0,hours,,43.7383,-116.2022
243,ATHO1,HOCKINS RIVER,201 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,39.3333,-82.1067
244,PLVW3,"PLOVER,WI", 330 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,44.45,-89.5333
245,SOLM2,"SOLOMONS,MD",3 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,38.3167,-76.45
246,WRIN4,WRIGHTSVILLE NJ,12 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.03611,-74.60972
247,TNNP1,TANNERSVILLE 2E, 373 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.0539,-75.2904
248,PICM4,PICKFORD 3NE,191 meters,snowfall,2006-02-28 23,0.02,mm,24.0,hours,,46.1864,-84.3239
249,MNTN4,"2MI.S MILFORD,PA",112 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,41.3,-74.8
250,LFDN8,"LANSFORD,ND",490 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,48.6333,-101.3833
251,POYW3,POY SIPPI - 2 SW,248 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,44.1081,-89.0161
252,EYPW4,YELLOWSTONE NP EAST ENT,2118 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,44.5075,-110.0003
253,TUSN2,TUSCARORA,1880 meters,snowfall,2006-02-28 18,0.02,mm,24.0,hours,,41.3144,-116.2225
254,SYGW3,SHEBOYGAN-SOUTH, 193 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,43.7194,-87.7247
255,SLDN6,SLIDE MOUNTAIN,807 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.0167,-74.4167
256,SILN6,"3MI.E SILVER CREEK,NY",213 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.5578,-79.1167
257,SBNP1,"3MI.SE SABINSVILLE,PA",60 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.8333,-77.4667
258,ROBM1,"ROBBINSTON,ME",38 meters,snowfall,2006-03-01 06,0.02,mm,24.0,hours,,45.0858,-67.1222
259,REV,RENO NWSFO,1515 meters,snowfall,2006-03-01 00,0.02,mm,24.0,hours,,39.5683,-119.7956
260,PRGN6,PERRYSBURG,372 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.4647,-79.0031
261,PRAC1,PORTOLA,1478 meters,snowfall,2006-02-28 15,0.02,mm,24.0,hours,,39.8053,-120.4719
262,PNAW4,PINEDALE 1N,2251 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,42.88,-109.8542
263,KDVI3,"KENDALLVILLE,IN",297 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.4428,-85.2614
264,FNDN6,"18MI.NE OLEAN,NY",499 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.1333,-78.2333
265,EMRN6,"1MI.N ELMIRA,NY",257 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.1,-76.8
266,DTW,"DETROIT,MI",192 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.2122,-83.3533
267,CLKM4,"6MI.E CHAMPION,MI",463 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,46.5014,-87.8458
268,BVLP1,"BLOOMING VALLEY,PA", 384 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.6833,-80.05
269,BNYC1,BURNEY,974 meters,snowfall,2006-02-28 16,0.02,mm,24.0,hours,,40.8791,-121.6783
270,BDMM4,SOUTH BOARDMAN 2W,320 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,44.6394,-85.3244
271,MLTN4,MOUNT LAUREL NJ,9 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,39.96778,-74.86528
272,Q67,TAHOE CG STN,1905 meters,snowfall,2006-02-28 15,0.02,mm,24.0,hours,,39.1822,-120.1192
273,ATLM4,"5MI.WNW ATLANTA,MI",356 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,44.9933,-84.1625
274,MEDM1,"MEDWAY,ME", 88 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,45.6,-68.45
275,SNVC1,SUSANVILLE 2SW,1275 meters,snowfall,2006-02-28 15,0.02,mm,24.0,hours,,40.4167,-120.663
276,SYNW3,SHEBOYGAN 1SW,201 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,43.7356,-87.735
277,RHAN6,ALLEGANY STATE PARK,457 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.1008,-78.75
278,PGFP1,"PINE GROVE FURNACE,PA",269 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,40.0333,-77.3
279,NWFM4,NW MICHIGAN RES FARM,249 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,44.8822,-85.6758
280,MONO1,MONTPELIER,262 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.5802,-84.6077
281,MMNV1,MT. MANSFIELD,1203 meters,snowfall,2006-02-28 21,0.02,mm,24.0,hours,,44.5333,-72.8167
282,MINN2,MINDEN,1435 meters,snowfall,2006-02-28 15,0.02,mm,24.0,hours,,38.9547,-119.7758
283,MECM2,"5MI.NE MECHANICSVILLE,MD",30 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,38.4617,-76.6992
284,LBGP1,"LEWISBURG,PA",143 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.9486,-76.8783
285,KNGM4,KINGSLEY 2WSW,330 meters,snowfall,2006-02-28 23,0.02,mm,24.0,hours,,44.5697,-85.5717
286,KCIV2,"STERLING,VA",85 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,38.9833,-77.4667
287,JHNP1,"JOHNSONBURG,PA", 560 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.4833,-78.6833
288,HTL,"HOUGHTON LAKE,MI",350 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,44.35,-84.6667
289,GDLM4,"GRAND LEDGE,MI",243 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.7667,-84.7667
290,FWA,FORT WAYNE INTERNATIONAL AIRPORT,242 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.9783,-85.195
291,FNT,"FLINT,MI",233 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.9656,-83.7436
292,FMTO1,"3MI.SW FREMONT,OH",202 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,41.3119,-83.1719
293,DNDM4,"DUNDEE,MI",201 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.95,-83.65
294,DANP1,DANVILLE,140 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.958,-76.6195
295,CMGN6,CHEMUNG RIVER AT CHEMUNG,237 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.0022,-76.635
296,BRAM1,BRASSUA LAKE,323 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,45.6667,-69.8167
297,PHIN4,MOUNT HOLLY NWS,15 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.01389,-74.8175
298,SWGM8,SWEETGRASS,1056 meters,snowfall,2006-02-28 16,0.02,mm,24.0,hours,,48.9978,-111.9597
299,MITN8,MINOT NORTH HILL, 493 meters,snowfall,2006-02-28 17,0.02,mm,24.0,hours,,48.2486,-101.3044
300,UCAO1,"4MI.WSW UTICA,OH",345 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.2061,-82.52
301,CKSM4,COOKS 2NE,238 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,45.9417,-86.4425
302,CSKN6,CATSKILL 6SW,50 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.1697,-73.9475
303,NEWO1,"NEWPORT,OH",203 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,39.4,-81.2167
304,CHTN4,CHATHAM,108 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.7439,-74.4158
305,ANTI2,"2MI.NW ANTIOCH,IL",228 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,42.5,-88.1333
306,REDI1,RED RIVER RS,1325 meters,snowfall,2006-02-28 16,0.02,mm,24.0,hours,,45.7075,-115.3447
307,Y07W3,WEST BEND 2NW,287 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,43.45361,-88.20333000000001
308,WABM1,WASHBURN #2 17-9020-01,179 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,46.814,-68.163
309,TIOP1,TIONESTA DAM,365 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.4753,-79.4419
310,SUNP1,SUNBURY,133 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.8544,-76.7925
311,SMHP1,"SINNEMAHONING,PA",249 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.3167,-78.1
312,RKWM1,MOOSEHEAD LAKE,313 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,45.5833,-69.7167
313,NWCO1,"NEW CARLISLE,OH",268 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,39.9322,-84.0333
314,NBRN4,"3MI.SE NEW BRUNSWICK,NJ",26 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,40.4667,-74.4333
315,NBLN6,VISITORS CENTER FOR N.Y.S. POWER AUTHORI,335 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,42.4486,-74.4653
316,LGA,"NEW YORK,NY",3 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.7772,-73.8731
317,WTSW3,WAUWATOSA,219 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,43.0658,-88.0017
318,AMHW3,AMHERST-3 SE,317 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,44.4128,-89.2639
319,HUNP1,JUNIATA RIVER,219 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.5167,-78.0
320,HSNN4,0.2 MI E OF HARRISON P.O. PASSIAC RVR,7 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,40.75,-74.1333
321,FDCW3,AAWO,242 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,43.6333,-88.45
322,ELHW3,"ELKHART LAKE,WI", 291 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,43.8333,-88.0167
323,CRMI1,"CRATERS OF THE MOON,ID",1797 meters,snowfall,2006-02-28 23,0.02,mm,24.0,hours,,43.465,-113.5581
324,CQDP1,COWANESQUE DAM,350 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,41.9967,-77.1517
325,COVP1,"2MI.WSW COVINGTON,PA",531 meters,snowfall,2006-02-28 10,0.02,mm,24.0,hours,,41.7333,-77.1167
326,CDGW3,LAKEFIELD, 222 meters,snowfall,2006-02-28 13,0.02,mm,24.0,hours,,43.2947,-87.9725
327,BOTN8,"BOTTINEAU,ND",499 meters,snowfall,2006-02-28 14,0.02,mm,24.0,hours,,48.8333,-100.45
328,BGLP1,"1MI.W BIGLERVILLE,PA",219 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,39.9333,-77.25
329,APXM4,S. 1.4MI. OTSEGO LAKE,446 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,44.9075,-84.7194
330,ALMN6,ALMA, 551 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,42.0167,-78.05
331,WHGW2,WHEELING,188 meters,snowfall,2006-02-28 12,0.02,mm,24.0,hours,,40.0567,-80.7283
