! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,
3079C_MADIS,"CHEYENNE 3.4 NE, WY",41.17894,-104.74440,1839 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
3078C_MADIS,"CHEYENNE 3.5 NW, WY",41.17501,-104.84590,1908 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
3035C_MADIS,"STATE COLLEGE 1.7 NW, PA",40.80645,-77.88280,368 meters,snowfall,2007-02-28 12,0.254,mm,24.0,hours,
3033C_MADIS,"PALMERTON 3.9 NE, PA",40.84594,-75.57140,319 meters,snowfall,2007-02-28 13,0.254,mm,24.0,hours,
2963C_MADIS,"FRIENDSVILLE 4.8 SW, MD",39.61635,-79.47110,709 meters,snowfall,2007-02-28 13,0.254,mm,24.0,hours,
2905C_MADIS,"WHEATFIELD 2.8 S, IN",41.15104,-87.06070,204 meters,snowfall,2007-02-28 13,0.254,mm,24.0,hours,
2838C_MADIS,"FORT COLLINS 4.5 SSW, CO",40.49269,-105.08810,1527 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2836C_MADIS,"BUCKEYE 4.7 NNE, CO",40.85915,-105.07500,1736 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2775C_MADIS,"GUERNSEY 3.1 SSE, WY",42.22980,-104.71010,1341 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2772C_MADIS,"POWELL 4.2 SW, WY",44.71280,-108.82040,1380 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2735C_MADIS,"CHEYENNE 1.9 NE, WY",41.16729,-104.76880,1856 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2726C_MADIS,"CHEYENNE 2.3 ESE, WY",41.13480,-104.74900,1827 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2723C_MADIS,"CHEYENNE 0.6 WNW, WY",41.14937,-104.80250,1859 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2709C_MADIS,"CHEYENNE 3.0 NE, WY",41.16480,-104.77260,1862 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2698C_MADIS,"BUFFALO 7.3 NE, WY",44.41810,-106.58890,1330 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2624C_MADIS,"LARAMIE 1.3 SE, WY",41.29650,-105.57480,2191 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
2492C_MADIS,"WEST LAWN 0.8 S, PA",40.31700,-75.98800,116 meters,snowfall,2007-02-28 12,0.254,mm,24.0,hours,
2490C_MADIS,"EVERETT 4.1 S, PA",39.95388,-78.36090,445 meters,snowfall,2007-02-28 12,0.254,mm,24.0,hours,
1833C_MADIS,"HUDSON 4.8 WSW, CO",40.04400,-104.72540,1550 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1806C_MADIS,"CARR 0.6 S, CO",40.88770,-104.87810,1737 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1461C_MADIS,"CORTEZ 10 WNW, CO",37.41310,-108.74770,2026 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1460C_MADIS,"CORTEZ 1.2 SW, CO",37.33980,-108.59380,1813 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1449C_MADIS,"MANCOS 5.9 W, CO",37.33050,-108.39910,2103 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1418C_MADIS,"MACK 5 NW, CO",39.26850,-108.93950,1412 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1305C_MADIS,"BELLVUE 0.2 W, CO",40.62940,-105.17340,1567 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1304C_MADIS,"FORT COLLINS 4.0 S, CO",40.52806,-105.09220,1549 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1291C_MADIS,"FORT COLLINS 4.8 SE, CO",40.53210,-105.02530,1502 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1268C_MADIS,"FORT COLLINS 3.8 SSW, CO",40.50210,-105.08340,1532 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1266C_MADIS,"LA PORTE 10.0 NNW, CO",40.76430,-105.19880,1901 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1184C_MADIS,"FORT COLLINS 3.1 SW, CO",40.53930,-105.11850,1563 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1173C_MADIS,"BELLVUE 2.4 SSW, CO",40.59840,-105.18900,1660 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1160C_MADIS,"FCL 1.4 SE, CO",40.56410,-105.06280,1521 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1149C_MADIS,"FCL 2.3 NW, CO",40.59990,-105.11750,1532 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1133C_MADIS,"FCL 2.2 NW, CO",40.59930,-105.11520,1531 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1129C_MADIS,"FCL 2.5 W, CO",40.58570,-105.13170,1565 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1126C_MADIS,"MAS 8.0 NW, CO",40.55920,-105.29510,2161 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1125C_MADIS,"BELLVUE 1 NW, CO",40.63500,-105.18170,1582 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1097C_MADIS,"WELLINGTON 5.5 NW, CO",40.76890,-105.06400,1667 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1067C_MADIS,"ESTES PARK 10.5 SE, CO",40.28050,-105.36530,2221 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
1002C_MADIS,"FORT COLLINS 2.8 WSW, CO",40.55380,-105.12890,1571 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0991C_MADIS,"LIVERMORE 2.0 NW, CO",40.80690,-105.25560,1814 meters,snowfall,2007-03-01 02,0.254,mm,24.0,hours,
0960C_MADIS,"HESPERUS 13.3 SSW, CO",37.11120,-108.14450,2038 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0956C_MADIS,"DURANGO .35 E, CO",37.27360,-107.87490,1997 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0953C_MADIS,"DURANGO 3.1 NE, CO",37.30290,-107.83860,1995 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0952C_MADIS,"DURANGO 9.2 NNE, CO",37.40160,-107.83330,1995 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0948C_MADIS,"DURANGO 4.9 ESE, CO",37.25840,-107.79300,2145 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0945C_MADIS,"DURANGO 4.1 WSW, CO",37.25415,-107.95230,2238 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0863C_MADIS,"ARVADA 2.7 NNW, CO",39.83790,-105.11230,1705 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0815C_MADIS,"WESTMINSTER 4.9 NNW, CO",39.90600,-105.05710,1628 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0799C_MADIS,"RALSTON BUTTES 1.1 NNW, CO",39.86410,-105.27580,2031 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0761C_MADIS,"BROOMFIELD 2.3 SSW, CO",39.88260,-105.10560,1680 meters,snowfall,2007-02-28 13,0.254,mm,24.0,hours,
0692C_MADIS,"LAKE CITY 1.5 NNE, CO",38.05000,-107.30540,2818 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0440C_MADIS,"DOVE CREEK 12.4 SSW, CO",37.60090,-108.99510,2003 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0437C_MADIS,"ENGLEWOOD 2.4 NNE, CO",39.67920,-104.97600,1615 meters,snowfall,2007-02-28 13,0.254,mm,24.0,hours,
0420C_MADIS,"DENVER 3.6 WSW, CO",39.75040,-105.00150,1603 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0383C_MADIS,"DENVER 2.1 ESE, CO",39.72640,-104.94890,1616 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0379C_MADIS,"DENVER 8 SSW, CO",39.63010,-105.04140,1671 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0360C_MADIS,"WESTCLIFFE 8.0 W, CO",38.14010,-105.61340,2956 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0270C_MADIS,"LONGMONT 5.2 SSW, CO",40.09890,-105.14350,1539 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0260C_MADIS,"BOULDER 1.8 ESE, CO",40.01240,-105.23070,1592 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0251C_MADIS,"LONGMONT 2.0 SSW, CO",40.14210,-105.11790,1513 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0249C_MADIS,"LYONS 0.3 E, CO",40.22590,-105.26660,1772 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0247C_MADIS,"LONGMONT 2.1 N, CO",40.20010,-105.10870,1544 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0235C_MADIS,"BOULDER 4.4 NE, CO",40.06560,-105.20480,1579 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0232C_MADIS,"NEDERLAND 4.8 ENE, CO",39.97710,-105.42530,2391 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0227C_MADIS,"BOULDER 1.3 N, CO",40.03920,-105.26500,1658 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0205C_MADIS,"BOULDER 0.9 WNW, CO",40.02780,-105.27710,1672 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0199C_MADIS,"NEDERLAND 5.8 E, CO",39.97141,-105.39680,2489 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0196C_MADIS,"BOULDER 2.5 SSE, CO",39.98540,-105.24610,1629 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0191C_MADIS,"BOULDER 3.5 S, CO",39.97070,-105.25050,1666 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0186C_MADIS,"NEDERLAND .5 WNW, CO",39.96450,-105.51960,2624 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0185C_MADIS,"BOULDER 3.3 SE, CO",39.97350,-105.23800,1640 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0184C_MADIS,"BOULDER 1.9 SE, CO",39.99150,-105.24030,1613 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0172C_MADIS,"BOULDER 1.6 S, CO",39.99220,-105.26470,1652 meters,snowfall,2007-02-28 13,0.254,mm,24.0,hours,
0165C_MADIS,"BOULDER 2.9 S, CO",39.99410,-105.25730,1630 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0164C_MADIS,"BROOMFIELD 1.2 NE, CO",39.93500,-105.08450,1625 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0147C_MADIS,"FOXFIELD 2.3 NNE, CO",39.61755,-104.77150,1748 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0137C_MADIS,"CENTENNIAL 3.7 W, CO",39.60550,-104.93590,1676 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0105C_MADIS,"CENTENNIAL 2.6 W, CO",39.56920,-104.90010,1734 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0084C_MADIS,"LITTLETON .9 S, CO",39.59920,-105.01510,1634 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0072C_MADIS,"BUCKLEY AFB 10 SSE, CO",39.56770,-104.71020,1828 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0059C_MADIS,"DENVER 5.7 S, CO",39.65600,-104.96500,1639 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
0013C_MADIS,"NORTHGLENN .84 WSW, CO",39.87980,-105.00130,1662 meters,snowfall,2007-02-28 14,0.254,mm,24.0,hours,
ZNOM4,NORWAY,45.77810,-87.89560, 297 meters,snowfall,2007-03-01 01,0.025,mm,12.0,hours,
VAZI3,VALPARAISO,41.42610,-87.00250,228 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
SCHI3,SCHERERVILLE,41.47640,-87.48220,205 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
RSEI2,ROSCOE,42.40360,-88.98810,251 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
PFLI2,PLAINFIELD,41.56000,-88.27000,198 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
OALI2,OAK LAWN,41.72860,-87.77640,189 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
MRPI2,MELROSE PARK,41.89140,-87.86250,195 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
LNNI2,LA GRANGE,41.79530,-87.87080,201 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
HSNN4,0.2 MI E OF HARRISON P.O. PASSIAC RVR,40.75000,-74.13330,7 meters,snowfall,2007-02-28 11,0.025,mm,12.0,hours,
GRYI2,GRAYSLAKE,42.33440,-88.00920, 254 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
CLKM4,"6MI.E CHAMPION,MI",46.50140,-87.84580,463 meters,snowfall,2007-02-28 23,0.025,mm,12.0,hours,
BCHI2,BEECHER,41.34140,-87.62330,224 meters,snowfall,2007-03-01 00,0.025,mm,12.0,hours,
BNRK1,BONNER SPRINGS,39.06360,-94.89610,253 meters,snowfall,2007-03-01 04,0.025,mm,15.3,hours,
ZEEW3,WISCONSIN RAPIDS-3SE LAKE WAZEECHA,44.36690,-89.75470,316 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
YRGN2,YERINGTON,38.99910,-119.15750,1335 meters,snowfall,2007-02-28 15,0.025,mm,24.0,hours,
YKN,CHAN GURNEY MUNICIPAL AIRPORT,42.91670,-97.38560,398 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
Y99W3,NORTH FOND DU LAC,43.81667,-88.48333,229 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y92W3,JUNCTION CITY -4S,44.52556,-89.78611,344 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y90W3,WITTENBERG HAM,44.82361,-89.16472,355 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y88W3,MERRILL,45.18330,-89.70000, 386 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y81W3,HATLEY-2 S-HAM,44.85222,-89.35194,389 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y66W3,PHILLIPS,45.63330,-90.40000, 464 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y65W3,PARK FALLS,45.93330,-90.45000,461 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y37W3,GREEN BAY-SOUTH-ALLOUEZ-HAM,44.47028,-88.02889,199 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y12W3,STEVENS POINT-WHITING,44.49639,-89.54417,331 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
Y04W3,PORTAGE,43.53333,-89.46667,346 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WYTM4,WYANDOTTE,42.20110,-83.16830,177 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WWPC2,AMRAD,38.98330,-105.05000,2743 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
WVYN6,SUSQ. RIVER,41.98330,-76.50000, 259 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WSMN6,"3MI.W WEST MONROE,NY",43.26670,-76.05000,155 meters,snowfall,2007-02-28 11,0.025,mm,24.0,hours,
WSKW3,"WAUSAUKEE,WI",45.38330,-87.95000,229 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
WSFW3,TOWN OF WESTFORD,43.47190,-88.88250,268 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
WRRP1,"WARREN,PA",41.85000,-79.13330, 419 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WRBN6,WARRENSBURG,43.50030,-73.77560,226 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WPAW3,WAUPACA-3 SW - KING,44.33110,-89.14690,285 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WOTM3,"3MI.WSW WEST OTIS,MA",42.16670,-73.15000,415 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WORM3,"2MI.S WORTHINGTON,MA",42.38330,-72.91670,392 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WOOR1,"WOONSOCKET,RI",41.98330,-71.50000,35 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WOOO1,EXPERIMENT STN,40.78330,-81.91670,311 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WNPW1,WINTHROP 1 WSW,48.45310,-120.19360,535 meters,snowfall,2007-03-01 03,0.025,mm,24.0,hours,
WMSP1,"1MI.E WILLIAMSPORT,PA",41.24860,-76.98330,160 meters,snowfall,2007-03-01 03,0.025,mm,24.0,hours,
WMAW3,"4MI.N WAUTOMA,WI",44.11670,-89.28330,264 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WLXP1,"GLEN HAZEL,PA",41.56670,-78.60000,524 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WISM8,WISDOM,45.61780,-113.45140,1847 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
WIPW3,WISCONSIN RAPIDS-SOUTHEAST,44.38190,-89.80470,315 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WHTM5,"WHEATON,MN",45.80000,-96.48330,310 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WHNP1,LEHIGH VALLEY,41.10000,-75.73330,460 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WHCP1,WEST HICKORY,41.57640,-79.41060,408 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WESN1,WESTON 3NW,41.22110,-96.77750,407 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WENW1,WENATCHEE,47.42470,-120.31500,195 meters,snowfall,2007-02-28 16,0.025,mm,24.0,hours,
WCXP1,"WILCOX,PA",41.58330,-78.70000,465 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WBRM4,"3MI.SE WEST BRANCH,MI",44.25390,-84.20110,277 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WAYW3,WAYNE 2SW,43.49750,-88.34720,295 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
WARI3,AMATUER RADIO OBSERVER,41.78330,-85.90000,258 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WALN6,"WALTON,NY",42.16670,-75.13330,378 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WALN3,"1MI.ESE WALPOLE,NH",43.06670,-72.40000,280 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WALM3,SITE #2,42.16670,-71.25000,50 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
WABM5,WABASHA,44.38500,-92.04860, 214 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
VQAW3,VIROQUA,43.55970,-90.87560,381 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
VPOI3,VALPARAISO,41.54360,-87.03190,265 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
VELU1,VERNAL,40.42690,-109.55310,1667 meters,snowfall,2007-02-28 15,0.025,mm,24.0,hours,
VEF,"LAS VEGAS, NV",36.04670,-115.18440,697 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
VANM1,"VAN BUREN,ME",47.16670,-67.93330,139 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
UBNI2,URBANA 2,40.11170,-88.22530,226 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
TUSN2,TUSCARORA,41.31440,-116.22250,1881 meters,snowfall,2007-02-28 16,0.025,mm,24.0,hours,
TRFU1,TREMONTON,41.71080,-112.16360,1314 meters,snowfall,2007-02-28 15,0.025,mm,24.0,hours,
TOWM8,TOWNSEND,46.33080,-111.53780,1170 meters,snowfall,2007-03-01 05,0.025,mm,24.0,hours,
TORN5,NAVAJO MISSION,35.80000,-107.18330,2042 meters,snowfall,2007-03-01 03,0.025,mm,24.0,hours,
TLLM3,TULLY LAKE/USACOE DAM,42.63330,-72.21670,210 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
TIOP1,TIONESTA DAM,41.47530,-79.44190,366 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
THNC2,THORNTON 5 NNE,39.93360,-104.95250,1614 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
SUVN6,SYRACUSE UNIVERSITY,43.03310,-76.13360,171 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SUPM8,SUPERIOR,47.19280,-114.89030,826 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
SUNV1,SUNDERLAND VILLAGE,43.09080,-73.12440,274 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
STWO1,MONROE FALLS,41.13110,-81.40000,323 meters,snowfall,2007-02-28 11,0.025,mm,24.0,hours,
STPN1,"SAINT PAUL,NE",41.20000,-98.45000,552 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
STNM8,STANFORD,47.15470,-110.22390,1481 meters,snowfall,2007-03-01 01,0.025,mm,24.0,hours,
STCP1,"STATE COLLEGE,PA",40.80000,-77.86670,357 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SSQP1,"SUSQUEHANNA,PA",41.95000,-75.60000,311 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SSDC2,STRONTIA SPRINGS DAM,39.43440,-105.12080,1780 meters,snowfall,2007-02-28 15,0.025,mm,24.0,hours,
SPRI4,SPIRIT LAKE,43.42310,-95.10000,433 meters,snowfall,2007-03-01 05,0.025,mm,24.0,hours,
SPPP1,SLIPPERY ROCK,41.05560,-80.06060,381 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SPCW3,SPENCER-WWTP,44.75390,-90.28920,395 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
SOUO1,UNKNOWN,41.27000,-80.94972,274 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SNTM5,ST PAUL 3SW,44.93110,-93.15390,274 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
SMTA3,SUNRISE MOUNTAIN,33.97330,-109.56310,2856 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SMRP1,"SOMERSET,PA",40.00000,-79.08330,640 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
SLMN6,"SALAMANCA,NY",42.11670,-78.75000, 542 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SLGP1,"2MI.S SELINSGROVE,PA",40.78310,-76.86110,13 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SLDN6,SLIDE MOUNTAIN,42.01670,-74.41670,808 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SLCU1,KSL TV,40.76670,-111.90000,1305 meters,snowfall,2007-02-28 23,0.025,mm,24.0,hours,
SKYM4,SPARTA SKYVIEW,43.14280,-85.71580,277 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SIXI4,"2MI.SE SIOUX CENTER,IA",43.05000,-96.15000,415 meters,snowfall,2007-02-28 21,0.025,mm,24.0,hours,
SIPM8,SIMPSON 6 N - WILDHORSE,48.99920,-110.21470,858 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
SILN6,"3MI.E SILVER CREEK,NY",42.55780,-79.11670,213 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SHKP1,"3MI.N SHICKSHINNY,PA",41.20000,-76.15000,247 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SHBN6,CHENANGO RIVER AT SHERBURNE,42.67860,-75.51080, 321 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SHAW3,"SHAWANO,WI",44.50000,-88.75000, 255 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
SFVC3,STAFORDVILLE,41.99700,-72.26030,229 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SDLM3,"SUNDERLAND,MA",42.45000,-72.55000,73 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SCOM5,MISSISSIPPI RIVER,45.55000,-94.15000, 315 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
SCIA3,SUNSET CRATER NATL MON,35.36940,-111.54360,2128 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
SBN,SOUTH BEND REGIONAL AIRPORT,41.70890,-86.31830,241 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
RVOP1,"RENOVO,PA",41.33330,-77.73330,201 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
RUTV1,"RUTLAND,VT",43.61670,-72.96670,189 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
RTHN2,RUTH,39.27640,-114.99110,2088 meters,snowfall,2007-02-28 16,0.025,mm,24.0,hours,
RSRM5,ROCHESTER AP 2NE,43.92810,-92.47580,387 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RPJM8,RAPELJE 4S,45.91500,-109.25330,1257 meters,snowfall,2007-03-01 01,0.025,mm,24.0,hours,
ROPM8,ROUNDUP,46.44140,-108.53970,973 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
ROAI2,ROANOKE,40.80000,-89.19280,229 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RNO,RENO AIRPORT,39.48380,-119.77110,1344 meters,snowfall,2007-03-01 00,0.025,mm,24.0,hours,
RNDN1,"6MI.SSW RANDOLPH,NE",42.30000,-97.40000,546 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RLWM5,CAMP NORRIS DNR,48.61000,-95.18170,393 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RLVC2,AMRAD,39.92310,-105.51280, 2648 meters,snowfall,2007-02-28 14,0.025,mm,24.0,hours,
RLAN8,"3MI.NW ROLLA,ND",48.90000,-99.66670,594 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RICM4,RICHMOND 4 NNW,42.87830,-82.79580,233 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RHKN6,RED HOOK,41.99360,-73.88140,67 meters,snowfall,2007-02-28 11,0.025,mm,24.0,hours,
RHI,RHINELANDER-ONEIDA COUNTY AIRPORT,45.63080,-89.46530, 487 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
RHAN6,ALLEGANY STATE PARK,42.10080,-78.75000,457 meters,snowfall,2007-02-28 12,0.025,mm,24.0,hours,
REDI1,RED RIVER RS,45.70750,-115.34470,1326 meters,snowfall,2007-02-28 16,0.025,mm,24.0,hours,
RDMW3,ROCK DAM,44.73360,-90.84270,304 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RDLM5,CLEARWATER R @ RED LAKE FALLS,47.88330,-96.28330,315 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
RCMM7,RICHMOND 3S,39.24220,-93.97000,213 meters,snowfall,2007-02-28 13,0.025,mm,24.0,hours,
