! THESE DATA ARE UNOFFICIAL AND PROVISIONAL
Station_Id,Name,Latitude,Longitude,Elevation,Physical_Element,DateTime_Report(UTC),Amount,Amount_Units,Duration,Duration_Units,
HMPN3,WEST HAMPSTEAD,42.91110,-71.20110,92 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
HGHI2,"HIGHLAND,IL",38.73330,-89.66670,156 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
GULM1,"GUILFORD,ME",45.16670,-69.38330,131 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
GRAN1,"4MI.E GRETNA,NE",41.20000,-96.20000,375 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
GODM4,GOODRICH,42.91640,-83.50970,275 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
GLLM7,GALLATIN 1W,39.91330,-93.98030,283 meters,snowfall,2008-02-29 15,0.003,cm,24,hours,
FTNM7,"FULTON,MO",38.85000,-91.95000,240 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
FRRI3,"3MI.ENE FRIENDSHIP,IN",38.97560,-85.10280,272 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
FNDN6,"18MI.NE OLEAN,NY",42.13330,-78.23330,563 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
FMDM7,LAKE ST. LOUIS 2SW,38.76310,-90.82360,192 meters,snowfall,2008-02-29 15,0.003,cm,24,hours,
FCLN1,FT CALHOUN 4W,41.44670,-96.09190,392 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
FARM4,"FARMINGTON,MI",42.46670,-83.36670,226 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
ETWM4,"EAST TAWAS,MI",44.28440,-83.50330,176 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
DUNP1,"DUNLO,PA",40.28720,-78.72420,728 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
DOLS2,"DOLAND,SD",44.86670,-98.10000,418 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
DNSI4,"DENISON,IA",42.03580,-95.32970,418 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
DGLW4,"1MI.SE DOUGLAS,WY",42.74670,-105.36030,1488 meters,snowfall,2008-02-29 15,0.003,cm,24,hours,
DELN6,"2MI.SSE DELHI,NY",42.25000,-74.90000,471 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
DATW2,"DAILEY,WV",38.80000,-79.89110,599 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
CTLP1,"CENTRAL CITY,PA",40.10000,-78.63330,459 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
CTB,CUT BANK AIRPORT,48.60330,-112.37520,1169 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
CRFW2,COOPERS ROCK STATE FOREST,39.67720,-79.77170,693 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
CRBV2,"1MI.SE CHRISTIANBURG,VA",37.08330,-80.40000,610 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
CMLI3,WHITE RIVER NORTH PURIFICATION PLANT,39.96130,-86.05860,226 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
CLRI2,CLAREMONT,38.80110,-87.92810,144 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
CLDI4,"CLARINDA,IA",40.73330,-95.03330,312 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
CLAS2,WATERTOWN-30MI.W,44.91670,-97.73330,538 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
CHRM4,"CHARLEVOIX,MI",45.31690,-85.28330,175 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
CHNO1,COSHOCTON,40.37080,-81.79080,347 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
CHLM7,CHILLICOTHE 2S,39.77500,-93.53560,221 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
CBAS2,ABERDEEN-20MI.NNE,45.73330,-98.30000,398 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
CASI2,CASEY,39.29720,-87.97470,189 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
CAPM4,CAPAC 3W,43.01610,-82.98940,249 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
BUAN8,BEULAH 2NW,47.29470,-101.81860,633 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
BSWP1,"1MI.SW BOSWELL,PA",40.15810,-79.03780,560 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
BROS2,"2MI.NE BROOKINGS,SD",44.31670,-96.76670,503 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
BRCO1,UNKNOWN,41.00000,-80.98000,330 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
BRCM7,BRUNSWICK,39.42960,-93.13850,220 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
BNTN1,"BENNINGTON,NE",41.36670,-96.13330,366 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
BLFI3,"4MI.N BLUFFTON,IN",40.78330,-85.16670,260 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
BKX,BROOKINGS MUNICIPAL AIRPORT,44.30470,-96.81690,491 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
BHRW4,"BIG HORN,WY",44.68110,-106.99750,1256 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
BEYM7,BETHANY,40.25750,-94.02690,305 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
BERO1,BERLIN LAKE DAM,41.03330,-81.01670,332 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
BCAK2,BEATTYVILLE 4N,37.63390,-83.71580,338 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
ALRI4,"ALLERTON,IA",40.70670,-93.36500,337 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
ALMN6,ALMA,42.01670,-78.05000,551 meters,snowfall,2008-02-29 12,0.003,cm,24,hours,
ALAM7,ALBANY,40.24860,-94.33080,284 meters,snowfall,2008-02-29 14,0.003,cm,24,hours,
ABIV2,ABINGDON 3S,36.66720,-81.96530,587 meters,snowfall,2008-02-29 13,0.003,cm,24,hours,
40.6300_073.7700,NYC/JFK ARPT (KJFK),40.63000,-73.77000,2 meters,snowfall,2008-03-01 06,0.003,cm,24,hours,
ZWEK1,SEWARD AGTAP #5,37.20560,-100.70080,857 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
ZLHN8,ZAHL,48.67800,-103.68700,651 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
ZKOK1,HASKELL AGTAP #16,37.58250,-100.98620,915 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
ZALM7,"4MI.E ZALMA,MO",37.13330,-90.00000,108 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
YUMC2,YUMA,40.12390,-102.72080,1259 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
YTNS2,"2MI.SE YANKTON,SD",42.87830,-97.36330,357 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
YRGN2,YERINGTON,38.99910,-119.15750,1336 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
YPBI1,YELLOWPINE BAR,45.54500,-115.25140,784 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
YORN3,YORK POND ST FISH HATCHERY,44.50000,-71.33330,455 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
YORN1,"YORK,NE",40.86670,-97.60000,488 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
YNPC1,SOUTH ENTRANCE YOSEMITE NATIONAL PARK,37.50720,-119.64890,1637 meters,snowfall,2008-02-29 16,0.000,cm,24,hours,
YMPC2,YAMPA COOP,40.15610,-106.90920,2398 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
YKN,CHAN GURNEY MUNICIPAL AIRPORT,42.91670,-97.38560,391 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
YKM,YAKIMA AIRPORT,46.56830,-120.54280,320 meters,snowfall,2008-03-01 05,0.000,cm,24,hours,
YKAC1,YREKA,41.37030,-122.64080,1552 meters,snowfall,2008-02-29 16,0.000,cm,24,hours,
YHNP1,"YORK HAVEN,PA",40.11670,-76.71670,94 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
YBU71_MADIS,NORFORK AR US,36.19720,-92.26880,239 meters,snowfall,2008-02-29 18,0.000,cm,24,hours,
WYNV2,WAYNESBORO WATER TREATMENT PLANT,38.08330,-78.88330,407 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
WYNN1,"WAYNE,NE",42.23330,-97.00920,439 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
WYNG1,"1MI.SSE WAYNESBORO,GA",33.07250,-82.00610,86 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WYGM8,WEST YELLOWSTONE GATEWAY,44.66170,-111.09750,2035 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WWPC2,AMRAD,38.98330,-105.05000,2551 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WWDT2,"WILDWOOD,TX",30.53330,-94.45000,43 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WWCG1,CRISP CO POWER DAM,31.85000,-83.95000,81 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WVLM1,"WATERVILLE,ME",44.52780,-69.65390,20 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WUDC2,"2MI.SSE ENGLEWOOD,CO",39.62000,-104.97000,1679 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WTRT1,"WATERTOWN, TN",36.12670,-86.12670,191 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WTRI2,"1MI.WSW WATERLOO,IL",38.33330,-90.15000,212 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WTRC2,WATERDALE,40.42560,-105.21030,1603 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WTNO2,"1MI.N WATONGA,OK",35.85780,-98.41390,471 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WTNM7,"1MI.N WARRENTON,MO",38.81670,-91.13330,252 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WTHM1,WINTHROP,44.30805,-69.97444,68 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WSPS2,HURON-26MI.SW,44.07970,-98.56640,505 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WSCC2,WESTCLIFFE 7NE,38.17830,-105.37920,2494 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WSBM8,WESTBY,48.87080,-104.05000,642 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WSAC2,SKI AREA,37.48330,-106.79060,3458 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WRRM7,WARRENSBURG 4NW,38.78420,-93.80080,245 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WRNK2,WARNOCK2,38.49440,-83.01810,240 meters,snowfall,2008-03-01 03,0.000,cm,15,hours,
WPTV2,"2MI.SW WEST POINT,VA",37.51670,-76.83330,11 meters,snowfall,2008-02-29 22,0.000,cm,24,hours,
WPTM1,WESTPORT ISLAND,43.88810,-69.70890,33 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WPPM7,DAM -ST FRANCIS RIVER,36.93330,-90.28330,109 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WPNM7,"3MI.SW WEST PLAINS,MO",36.72690,-91.91280,356 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WPKT1,WARNER PARKS NATURE CENTER,36.06110,-86.90560,194 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WOWC2,"6MI.NNE WOODROW,CO",40.07530,-103.56750,1336 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WORV1,WORCESTER 2 WEST,44.37580,-72.58220,415 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
WOOA4,WOOSTER,35.20940,-92.44520,97 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WOGF1,WASHINGTON OAKS STATE GARDENS,29.63470,-81.20610,9 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WODN1,"WOOD RIVER,NE",40.81670,-98.60810,603 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WNRS2,NATIONAL WILDLIFE REFUGE,45.43330,-97.33330,547 meters,snowfall,2008-02-29 22,0.000,cm,24,hours,
WNDS2,WIND CAVE,43.55000,-103.48330,1281 meters,snowfall,2008-02-29 20,0.000,cm,24,hours,
WNDM7,WINDSOR,38.53190,-93.52440,279 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WNBS1,WATER PLT,34.37390,-81.09280,149 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WLTN1,"WALTHILL,NE",42.15170,-96.49110,372 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WLMK1,WILMORE 16SE,37.13110,-99.05610,513 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WLLK1,WALLACE,38.91110,-101.58530,1014 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WLKV2,"2MI.NW WALKKERTON,VA",37.75000,-77.05000,12 meters,snowfall,2008-02-29 23,0.000,cm,24,hours,
WLHN1,"WOLBACH,NE",41.40000,-98.40000,561 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WLDW1,WILBUR,47.75280,-118.68220,685 meters,snowfall,2008-02-29 18,0.000,cm,24,hours,
WLDC2,WALDEN,40.74420,-106.27920,2486 meters,snowfall,2008-02-29 16,0.000,cm,24,hours,
WLBI2,WILLOWBROOK,41.73220,-87.94860,222 meters,snowfall,2008-03-01 01,0.000,cm,12,hours,
WKYK1,WAKEENEY,39.02890,-99.88280,756 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WKFV2,NWS OFFFICE,36.98390,-77.00780,50 meters,snowfall,2008-03-01 05,0.000,cm,24,hours,
WITS2,MITCHELL-36MI.W,43.73330,-98.71670,496 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WINS2,WINNER,43.38330,-99.86670,591 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WINM7,"3MI.SW WINONA,MO",36.96670,-91.39390,318 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WINI1,WINCHESTER,46.23750,-116.62280,1207 meters,snowfall,2008-03-01 02,0.000,cm,24,hours,
WIMN7,WILMINGTON 7 N,34.32080,-77.92050,6 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WILA3,WILCOX,32.26110,-109.84970,1268 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WIFC2,WILLIAMS FORK DAM,40.03750,-106.20300,2357 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WHTN6,"WHITESVILLE,NY",42.03830,-77.76190,524 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
WHST1,WHITE HOUSE,36.45110,-86.64550,256 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WHNP1,LEHIGH VALLEY,41.10000,-75.73330,452 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WHGM7,NO. 2,38.55000,-91.00000,163 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WHFM8,WHITEFISH,48.40770,-114.35940,945 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WGVN2,WINNEMUCCA #2,40.93920,-117.74670,1330 meters,snowfall,2008-02-29 17,0.000,cm,24,hours,
WGLM8,WEST GLACIER,48.50020,-113.98470,981 meters,snowfall,2008-02-29 23,0.000,cm,24,hours,
WGEC2,"WHEAT RIDGE,CO",39.76360,-105.07310,1666 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WESN1,WESTON 3NW,41.22110,-96.77750,413 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
WELU1,WELLINGTON 3 E,39.54500,-110.68580,1652 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
WEFN8,EXPERIMENT FARM,48.13780,-103.75000,643 meters,snowfall,2008-03-01 01,0.000,cm,24,hours,
WEBW3,"9MI.SE WEBSTER,WI",45.78390,-92.22580,314 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WEAO2,WEATHERFORD,35.52000,-98.69860,499 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WDVM6,"4MI.ESE WOODVILLE,MS",31.09250,-91.23250,115 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WDRC2,AMRAD,40.07330,-103.56580,1332 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WCXP1,"WILCOX,PA",41.58330,-78.70000,542 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
WCTC2,WOLCOTT 2N,39.73330,-106.68110,2212 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WCHV2,"WINCHESTER,VA",39.18330,-78.15000,217 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WCHT1,WINCHESTER,35.18330,-86.15000,290 meters,snowfall,2008-03-01 06,0.000,cm,24,hours,
WAYO2,WAYNOKA,36.53110,-98.88000,452 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WAYN7,CATALOOCHEE RANGER STN.,35.63750,-83.09580,972 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WAVT2,"WATER VALLEY,TX",31.67470,-100.72830,646 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WAUN1,WAUNETA 3NW,40.45220,-101.39310,988 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
WATN7,WATERVILLE POWER PLANT CO-OP,35.76670,-83.10000,535 meters,snowfall,2008-03-01 05,0.000,cm,24,hours,
WAST2,STATE PARK,30.33330,-96.15000,55 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WASC2,AMATEUR RADIO,37.39190,-102.27780,1205 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
WALO2,"1MI.ENE WALTERS,OK",34.36030,-98.30080,309 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
WALC2,"WALSENBURG,CO",37.63330,-104.78330,1934 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
VTN,VALENTINE MILLER FIELD AP,42.87830,-100.55000,790 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
VSTC1,VISTA 2 NNE,33.22940,-117.22690,156 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
VOFN2,VALLEY OF FIRE S.P.,36.42970,-114.51420,612 meters,snowfall,2008-02-29 16,0.000,cm,24,hours,
VNPP1,NATIONAL PARK,40.10000,-75.45000,84 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
VNNT2,VERNON,34.15500,-99.32550,378 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
VLRM8,VALIER,48.30890,-112.25110,1161 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
VGT,NORTH LAS VEGAS AIR TERMINAL AIRPORT,36.21250,-115.19610,667 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
VELU1,VERNAL,40.42690,-109.55310,1670 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
VEF,"LAS VEGAS, NV",36.04670,-115.18440,700 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
VDAC2,"7MI.ENE VIRGINIA DALE,CO",40.96560,-105.21860,2153 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
VCNI3,"1MI.W VINCENNES,IN",38.68330,-87.53330,127 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
VANM1,VAN BUREN,47.16600,-67.93900,138 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
VALM7,VALLEY CITY,38.86500,-93.60970,219 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
V2PT1_MADIS,MEDFORD NJ US,39.90080,-74.82390,19 meters,snowfall,2008-02-29 18,0.000,cm,24,hours,
UVDV1,NERON SITE AT UNION VILLAGE DAM,43.79140,-72.25720,145 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
UVAM7,UNITY VILLAGE 2.6ESE,38.93890,-94.35580,292 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
UTRU1,UTAH TEST RANGE,41.04970,-112.93670,1353 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
URYC2,QURAY SPOTTER,38.02610,-107.67250,2357 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
URBO1,SEWAGE PLANT,40.10000,-83.78330,304 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
UNRS2,WFO RAPID CITY,44.07250,-103.21220,1031 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
UNNP1,"5MI.SSW HANOVER,PA",39.73470,-77.01060,240 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
UNIO3,UNION EXPERIMENT STATION,45.20810,-117.87580,841 meters,snowfall,2008-02-29 17,0.000,cm,24,hours,
UMCM7,SANBORN FIELD,38.94220,-92.32000,236 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
ULYK1,ULYSSES 3NE,37.59860,-101.29080,946 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
UGVA1,UNION GROVE 3W,34.39870,-86.51030,335 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
UCTM7,UNIVERSITY CITY,38.67360,-90.32390,163 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
UCLC1,UCLA,34.06970,-118.44280,144 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
U39D1_MADIS,INDIANAPOLIS IN US,39.85290,-86.25590,248 meters,snowfall,2008-02-29 17,0.000,cm,24,hours,
U24,DELTA,39.33940,-112.59580,1411 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
TYLS2,HAM RADIO,43.00000,-97.86670,435 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
TXAT2,TEXARKANA,33.43470,-94.06750,103 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
TUSN2,TUSCARORA,41.31440,-116.22250,1871 meters,snowfall,2008-02-29 18,0.000,cm,24,hours,
TUPM6,"TUPELO,MS",34.26500,-88.76580,107 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
TULT1,WATER PLANT,35.34220,-86.21500,323 meters,snowfall,2008-03-01 05,0.000,cm,24,hours,
TUCN5,NMSU AGRICULTURAL SCIENCE CTR,35.20000,-103.68330,1234 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
TSCT2,"3MI.W TRUSCOTT,TX",33.75720,-99.86170,482 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
TRTU1,TRENTON,41.91940,-111.90890,1358 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
TRON8,"3MI.SSE TROTTERS,ND",47.28420,-103.90060,776 meters,snowfall,2008-03-01 01,0.000,cm,24,hours,
TRK,TRUCKEE AIRPORT,39.31780,-120.13690,1794 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
TRIC2,AMRAD,37.16670,-104.51670,1832 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
TOP,"TOPEKA, KS",39.07220,-95.63060,275 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
TOKA2,SCHOOL,63.33330,-142.98330,-9999 meters,snowfall,2008-03-01 03,0.000,cm,24,hours,
TOHL1,NATCHITOCHES,31.77220,-93.09550,46 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
TOEU1,"TOOELE,UT",40.52690,-112.29720,1554 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
TNSW4,TENSLEEP - COOP,43.81670,-107.36670,1437 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
TNRT1,"2MI.E TENNESSEE RIDGE,TN",36.32500,-87.78860,207 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
TNRM8,TURNER 11 N,48.99920,-108.38940,905 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
TLYT2,TYLER,32.30660,-95.29690,156 meters,snowfall,2008-03-01 01,0.000,cm,24,hours,
TLYL1,"TAYLORTOWN,LA",32.39780,-93.56920,47 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
TLGO2,TALOGA,36.03810,-98.95930,523 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
TKFO3,TOKETEE FALLS,43.27500,-122.44970,625 meters,snowfall,2008-03-01 03,0.000,cm,24,hours,
TIOP1,TIONESTA DAM,41.47530,-79.44190,371 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
TIEC2,TELLURIDE HAM,37.93890,-107.80830,2701 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
THOT1,"THOMPSONS STATION, TN",35.77420,-86.92330,228 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
THOM8,THOMPSON FALLS PH,47.59330,-115.35940,721 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
THNC2,THORNTON 5 NNE,39.93360,-104.95250,1616 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
THMW4,THERMOPOLIS - COOP,43.65000,-108.20000,1322 meters,snowfall,2008-03-01 01,0.000,cm,24,hours,
TEKN1,"TEKAMAH,NE",41.76670,-96.23330,358 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
TEAU1,CAPITAL REEF NATL PK,38.29170,-111.26220,1680 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
TDLC2,TRINIDAD LAKE,37.15060,-104.55690,1924 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
TCPC2,TROUT CREEK PASS,38.90640,-105.96000,2880 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
TAYI1,TAYLOR RANCH,45.10170,-114.85080,1200 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
TARM7,TARKIO,40.43440,-95.38830,310 meters,snowfall,2008-02-29 16,0.000,cm,24,hours,
TAHC1,TAHOE CITY,39.16770,-120.14290,1899 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
TAD,STOKES AP,37.25920,-104.34060,1753 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
TACC2,"10MI.SE TACONY,CO",38.38330,-104.06670,1510 meters,snowfall,2008-03-01 01,0.000,cm,24,hours,
SZL,"SEDALIA, WHITEMAN AFB",38.76670,-93.46670,265 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
SXGI4,ANG BASE,42.39640,-96.37780,332 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
SWNL1,SWAN LAKE,32.60330,-93.68660,53 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
SWLM8,SWAN LAKE,47.92030,-113.83940,948 meters,snowfall,2008-02-29 15,0.000,cm,24,hours,
SVRW4,STAR VALLEY RANCH - UCOOP,42.90310,-110.98280,1867 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
SUXN4,"1MI.SE SUSSEX,NJ",41.20000,-74.60000,120 meters,snowfall,2008-02-29 10,0.000,cm,24,hours,
SUX,SIOUX GATEWAY AIRPORT,42.40390,-96.38330,329 meters,snowfall,2008-03-01 06,0.000,cm,24,hours,
SUPM8,SUPERIOR,47.19280,-114.89030,826 meters,snowfall,2008-03-01 00,0.000,cm,24,hours,
SUFV2,"1MI.W SUFFOLK,VA",36.73330,-76.60000,21 meters,snowfall,2008-03-01 05,0.000,cm,24,hours,
SUBK1,SUBLETTE 5E,37.50230,-100.74450,882 meters,snowfall,2008-02-29 23,0.000,cm,24,hours,
STWO2,STILLWATER,36.11720,-97.09500,272 meters,snowfall,2008-02-29 13,0.000,cm,24,hours,
STVM2,STEVENSVILLE,38.97170,-76.33860,2 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
STRK2,"2MI.S STEARNS,KY",36.66670,-84.48330,388 meters,snowfall,2008-02-29 12,0.000,cm,24,hours,
STRC2,STERLING,40.62860,-103.20830,1202 meters,snowfall,2008-02-29 14,0.000,cm,24,hours,
